paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
DATE-2019-P1201,DATE,DATE,2019,complete,Secure Intermittent Computing Protocol: Protecting State Across Power Loss,Archanaa S. Krishnan|Charles Suslowicz|Daniel Dinu and Patrick Schaumont,technical_program,System Level Security,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0112.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0112.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0112.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1202,DATE,DATE,2019,complete,Securing Cryptographic Circuits by Exploiting Implementation Diversity and Partial Reconfiguration on FPGAs,Benjamin Hettwer|Johannes Petersen|Stefan Gehrer|Heike Neumann and Tim Güneysu,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0807.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0807.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0807.html,proceedings,primary,verified,medium,T06|T07,reconfigurable_spatial_dataflow,reconfigurable|spatial_dataflow|mapping,DATE-C03,ACC03 Reconfigurable and spatial dataflow architectures,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1203,DATE,DATE,2019,complete,Selecting the Optimal Energy Point in Near-Threshold Computing,sami salamin|Hussam Amrouch and Joerg Henkel,technical_program,Design and Optimization for Low-Power Applications,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0434.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0434.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0434.html,proceedings,primary,verified,medium,T10|T12,low_power_thermal_sustainable_computing,power|thermal|sustainability,DATE-C13,"PWR01 Low-power, thermal, sustainable computing",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1204,DATE,DATE,2019,complete,Self-Secured Control with Anomaly Detection and Recovery in Automotive Cyber-Physical Systems,Korosh Vatanparvar and Mohammad Abdullah Al Faruque,technical_program,How Secure and Verified is your Cyber-Physical System?,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0906.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0906.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0906.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1205,DATE,DATE,2019,complete,Self-Supervised Quantization of Pre-Trained Neural Networks for Multiplierless Acceleration,Sebastian Vogel|Jannik Springer|Andre Guntoro and Gerd Ascheid,technical_program,Embedded hardware architectures for deep neural networks,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0977.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0977.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0977.html,proceedings,primary,verified,medium,T02|T03|T05,ai_inference_model_specific_accelerators,ai_inference|model_specific|accelerator,DATE-C01,ACC01 AI inference and model-specific accelerators,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1206,DATE,DATE,2019,complete,SigAttack: New High-level SAT-based Attack on Logic Encryptions,Yuanqi Shen|You Li|Shuyu Kong|Amin Rezaei and Hai Zhou,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0178.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0178.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0178.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1207,DATE,DATE,2019,complete,Simple and General Methods for Fixed-Priority Schedulability in Optimization Problems,Paolo Pazzaglia|Alessandro Biondi and Marco Di Natale,technical_program,Extending Scheduling Schemes,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0590.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0590.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0590.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1208,DATE,DATE,2019,complete,Single-event double-upset self-recoverable and single-event transient pulse filterable latch design for low power applications,Aibin Yan|Yuanjie Hu|Jie Song and Xiaoqing Wen,technical_program,"Aging, calibration circuits and yield",accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0047.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0047.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0047.html,proceedings,primary,verified,medium,T11|T12,test_reliability_fault_tolerance,test|reliability|fault_tolerance,DATE-C07,"DA03 Test, diagnosis, reliability, fault tolerance",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1209,DATE,DATE,2019,complete,SiPterposer: A Fault-Tolerant Substrate for Flexible System-in-Package Design,Pete Ehrett|Todd Austin and Valeria Bertacco,technical_program,Emerging technologies for better NoCs,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0109.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0109.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0109.html,proceedings,primary,verified,medium,T09|T12,emerging_compute_substrates,emerging_device|novel_compute,DATE-C04,ACC04 Emerging compute substrates,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1210,DATE,DATE,2019,complete,Smart Thermal Management for Heterogeneous Multicores,Jörg Henkel|Heba Khdr and Martin Rapp,technical_program,Special Session: Smart Resource Management and Design Space Exploration for Heterogenous Processors,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/1065.html,https://past.date-conference.com/proceedings-archive/2019/pdf/1065.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/1065.html,proceedings,primary,verified,medium,T07|T08,hls_compilers_mapping_runtime,compiler|mapping|runtime,DATE-C09,"DA05 HLS, compilers, mapping, runtime DSE",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1211,DATE,DATE,2019,complete,Software-Hardware Co-Design of Multi-Standard Digital Baseband Processor for IoT,Hela Belhadj Amor and Carolynn Bernier,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0271.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0271.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0271.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1212,DATE,DATE,2019,complete,Speculative Temporal Decoupling Using fork(),Matthias Jung|Frank Schnicke|Markus Damm|thomas kuhn and Norbert Wehn,technical_program,System Modelling for Analysis and Simulation,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0086.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0086.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0086.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1213,DATE,DATE,2019,complete,Spying on Temperature using DRAM,Wenjie Xiong|Nikolaos Athanasios Anagnostopoulos|André Schaller|Stefan Katzenbeisser and Jakub Szefer,technical_program,Physical Attacks,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0410.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0410.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0410.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1214,DATE,DATE,2019,complete,SRAM Design Exploration with Integrated Application-Aware Aging Analysis,Alexandra Listl|Daniel Mueller-Gritschneder|Sani Nassif and Ulf Schlichtmann,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0626.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0626.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0626.html,proceedings,primary,verified,medium,T01|T10,memory_centric_acceleration,memory_centric|pim_cim|ai_acceleration,DATE-C02,ACC02 Memory-centric acceleration,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1215,DATE,DATE,2019,complete,Stochastic Computing with Integrated Optics,Hassnaa El-Derhalli|Sébastien Le Beux and Sofiene Tahar,technical_program,Disruptive Technologies Ain't Fake News!,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0468.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0468.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0468.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1216,DATE,DATE,2019,complete,STT-ANGIE: Asynchronous True Random Number Generator Using STT-MTJ,Ben Perach and Shahar Kvatinsky,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0367.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0367.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0367.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1217,DATE,DATE,2019,complete,Symbolic QED Pre-silicon Verification for Automotive Microcontroller Cores: Industrial Case Study,Eshan Singh|Keerthikumara Devarajegowda|Sebastian Simon|Ralf Schnieder|Karthik Ganesan|Mohammad Fadiheh|Dominik Stoffel|Wolfgang Kunz|Clark Barrett|Wolfgang Ecker and Subhasish Mitra,technical_program,"Special Session: Innovative methods for verifying Systems-on-Chip: digital, mixed-signal, security and software",accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/1084.html,https://past.date-conference.com/proceedings-archive/2019/pdf/1084.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/1084.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1218,DATE,DATE,2019,complete,Tailoring SVM Inference for Resource-Efficient ECG-Based Epilepsy Monitors,Lorenzo Ferretti|Amir Aminifar|David Atienza|Leila Cammoun and Philippe Ryvlin,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0252.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0252.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0252.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1219,DATE,DATE,2019,complete,Taming Data Caches for Predictable Execution on GPU-based SoCs,Björn Forsberg|Luca Benini and Andrea Marongiu,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0673.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0673.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0673.html,proceedings,primary,verified,medium,T06|T10,heterogeneous_soc_noc_chiplet_memory,soc|noc|memory_hierarchy,DATE-C11,"SYS02 Heterogeneous SoC, NoC, chiplet, memory hierarchy",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1220,DATE,DATE,2019,complete,TEEM: Online Thermal- and Energy-Efficiency Management on CPU-GPU MPSoCs,Samuel Isuwa|Somdip Dey|Amit Kumar Singh and Klaus McDonald-Maier,technical_program,Energy and power efficiency in GPU-based systems,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0737.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0737.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0737.html,proceedings,primary,verified,medium,T06|T10,heterogeneous_soc_noc_chiplet_memory,soc|noc|memory_hierarchy,DATE-C11,"SYS02 Heterogeneous SoC, NoC, chiplet, memory hierarchy",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1221,DATE,DATE,2019,complete,Test Pattern Generation for Approximate Circuits Based on Boolean Satisfiability,Anteneh Gebregiorgis and Mehdi B. Tahoori,technical_program,Test Preparation and Generation,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/1018.html,https://past.date-conference.com/proceedings-archive/2019/pdf/1018.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/1018.html,proceedings,primary,verified,medium,T11|T12,formal_verification_hardware_correctness,verification|formal|correctness,DATE-C06,DA02 Logic/formal verification and hardware correctness,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1222,DATE,DATE,2019,complete,The Case for Exploiting Underutilized Resources in Heterogeneous Mobile Architectures,Chenying Hsieh|Nikil Dutt and Ardalan Amiri Sani,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0334.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0334.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0334.html,proceedings,primary,verified,medium,T04|T08,embedded_realtime_cps_robotics_edge,edge|real_time|cps_or_robotics,DATE-C10,"SYS01 Embedded real-time CPS, automotive, robotics, edge IoT",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1223,DATE,DATE,2019,complete,Thermal Sensing Using Micro-ring Resonators in Optical Network-on-Chip,Weichen Liu|Mengquan Li|Wanli Chang|Chunhua Xiao|Yiyuan Xie|Nan Guan and Lei Jiang,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0529.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0529.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0529.html,proceedings,primary,verified,medium,T06|T10,heterogeneous_soc_noc_chiplet_memory,soc|noc|memory_hierarchy,DATE-C11,"SYS02 Heterogeneous SoC, NoC, chiplet, memory hierarchy",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1224,DATE,DATE,2019,complete,Thermal-Awareness in a Soft Error Tolerant Architecture,Sajjad Hussain|Muhammad Shafique and Joerg Henkel,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0705.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0705.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0705.html,proceedings,primary,verified,medium,T11|T12,test_reliability_fault_tolerance,test|reliability|fault_tolerance,DATE-C07,"DA03 Test, diagnosis, reliability, fault tolerance",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1225,DATE,DATE,2019,complete,Time-division Multiplexing Automata Processor,Jintao Yu|Hoang Anh Du Nguyen|Muath Abu Lebdeh|Mottaqiallah Taouil and Said Hamdioui,technical_program,Accelerators using novel memory technologies,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0236.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0236.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0236.html,proceedings,primary,verified,medium,T02|T03|T05,ai_inference_model_specific_accelerators,ai_inference|model_specific|accelerator,DATE-C01,ACC01 AI inference and model-specific accelerators,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1226,DATE,DATE,2019,complete,Timing Violation Induced Faults in Multi-Tenant FPGAs,Dina Mahmoud and Mirjana Stojilovic,technical_program,Trojans and public key implementation challenges,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0061.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0061.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0061.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1227,DATE,DATE,2019,complete,Towards Cross-Platform Inference on Edge Devices with Emerging Neuromorphic Architecture,Shangyu Wu|Yi Wang|Amelie Chi Zhou|Rui Mao|Zili Shao and Tao Li,technical_program,Accelerators using novel memory technologies,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0504.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0504.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0504.html,proceedings,primary,verified,medium,T02|T03|T05,ai_inference_model_specific_accelerators,ai_inference|model_specific|accelerator,DATE-C01,ACC01 AI inference and model-specific accelerators,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1228,DATE,DATE,2019,complete,Towards Design Space Exploration and Optimization of Fast Algorithms for Convolutional Neural Networks (CNNs) on FPGAs,Afzal Ahmad and Muhammad Adeel Pasha,technical_program,Embedded hardware architectures for deep neural networks,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0058.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0058.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0058.html,proceedings,primary,verified,medium,T07|T08,hls_compilers_mapping_runtime,compiler|mapping|runtime,DATE-C09,"DA05 HLS, compilers, mapping, runtime DSE",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1229,DATE,DATE,2019,complete,Towards Reliable and Secure Post-Quantum Co-Processor based on RISC-V,Tim Fritzmann|Uzair Sharif|Daniel Mueller-Gritschneder|Cezar Rodolfo Wedig Reinbrecht|Ulf Schlichtmann and Johanna Sepulveda,technical_program,Special Session: RISC-V or RISK-V? Towards Secure Open Hardware,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/1076.html,https://past.date-conference.com/proceedings-archive/2019/pdf/1076.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/1076.html,proceedings,primary,verified,medium,T09|T12,emerging_compute_substrates,emerging_device|novel_compute,DATE-C04,ACC04 Emerging compute substrates,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1230,DATE,DATE,2019,complete,Trading Digital Accuracy for Power in an RSSI Computation of a Sensor Network Transceiver,Paul Detterer|Cumhur Erdin|Majid Nabi|José Pineda de Gyvez|Twan Basten and Hailong Jiao,technical_program,Computational and resource-efficiency in quantum and approximate computing,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0799.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0799.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0799.html,proceedings,primary,verified,medium,T04|T08,embedded_realtime_cps_robotics_edge,edge|real_time|cps_or_robotics,DATE-C10,"SYS01 Embedded real-time CPS, automotive, robotics, edge IoT",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1231,DATE,DATE,2019,complete,Transfer and Online Reinforcement Learning in STT-MRAM Based Embedded Systems for Autonomous Drones,Insik Yoon|Aqeel Anwar|Titash Rakshit and Arijit Raychowdhury,technical_program,Learning Gets Smarter,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0110.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0110.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0110.html,proceedings,primary,verified,medium,T04|T08,embedded_realtime_cps_robotics_edge,edge|real_time|cps_or_robotics,DATE-C10,"SYS01 Embedded real-time CPS, automotive, robotics, edge IoT",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1232,DATE,DATE,2019,complete,Transient Key-based Obfuscation for HLS in an Untrusted Cloud Environment,Hannah Badier|Jean-Christophe Le Lann|Philippe Coussy and Guy Gogniat,technical_program,High-Level Synthesis,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0267.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0267.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0267.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1233,DATE,DATE,2019,complete,TransRec: Improving Adaptability in Single-ISA Heterogeneous Systems with Transparent and Reconfigurable Acceleration,Marcelo Brandalero|Muhammad Shafique|Luigi Carro and Antonio Carlos Schneider Beck,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0803.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0803.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0803.html,proceedings,primary,verified,medium,T06|T07,reconfigurable_spatial_dataflow,reconfigurable|spatial_dataflow|mapping,DATE-C03,ACC03 Reconfigurable and spatial dataflow architectures,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1234,DATE,DATE,2019,complete,TrojanZero: Switching Activity-Aware Design of Undetectable Hardware Trojans with Zero Power and Area Footprint,Imran Hafeez Abbassi|Faiq Khalid|Semeen Rehman|Awais Mehmood Kamboh|Axel Jantsch|Siddharth Garg and Muhammad Shafique,technical_program,Toward Correct and Secure Embedded Systems,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0735.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0735.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0735.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2019-P1235,DATE,DATE,2019,complete,TypeCNN: CNN Development Framework With Flexible Data Types,Petr Rek and Lukas Sekanina,technical_program,Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2019/html/toc.html,https://past.date-conference.com/proceedings-archive/2019/html/0247.html,https://past.date-conference.com/proceedings-archive/2019/pdf/0247.pdf,DATE 2019 proceedings technical program,https://past.date-conference.com/proceedings-archive/2019/html/0247.html,proceedings,primary,verified,medium,T02|T03|T05,ai_inference_model_specific_accelerators,ai_inference|model_specific|accelerator,DATE-C01,ACC01 AI inference and model-specific accelerators,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
