paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
MLSys-2022-P0029,MLSys,MLSys,2022,complete,Pathways: Asynchronous Distributed Dataflow for ML,Paul Barham|Aakanksha Chowdhery|Jeff Dean|Sanjay Ghemawat|Steven Hand|Daniel Hurt|Michael Isard|Hyeontaek Lim|Ruoming Pang|Sudip Roy|Brennan Saeta|Parker Schuh|Ryan Sepassi|Laurent Shafey|Chandu Thekkath|Yonghui Wu,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Pathways%3A%20Asynchronous%20Distributed%20Dataflow%20for%20ML,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/37385144cac01dff38247ab11c119e3c-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/37385144cac01dff38247ab11c119e3c-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/37385144cac01dff38247ab11c119e3c-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,MLSys-2022-A08,milestone,5,asynchronous distributed accelerator orchestration route,yes,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0030,MLSys,MLSys,2022,complete,Plumber: Diagnosing and Removing Performance Bottlenecks in Machine Learning Data Pipelines,Michael Kuchnik|Ana Klimovic|Jiri Simsa|Virginia Smith|George Amvrosiadis,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Plumber%3A%20Diagnosing%20and%20Removing%20Performance%20Bottlenecks%20in%20Machine%20Learning%20Data%20Pipelines,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/d0e90e9a9310570dfa643aa3b2da6e89-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/d0e90e9a9310570dfa643aa3b2da6e89-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/d0e90e9a9310570dfa643aa3b2da6e89-Abstract.html,proceedings,primary,verified,high,T08/T11,production_ml_data_federated,production_ml|data|federated|monitoring,MLSYS-C06,"Production ML data, federated learning, and lifecycle systems",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0031,MLSys,MLSys,2022,complete,QuadraLib: A Performant Quadratic Neural Network Library for Architecture Optimization and Design Exploration,Zirui Xu|Fuxun Yu|Jinjun Xiong|Xiang Chen,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=QuadraLib%3A%20A%20Performant%20Quadratic%20Neural%20Network%20Library%20for%20Architecture%20Optimization%20and%20Design%20Exploration,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/6270a15843a2e06a95d3e3ad8b489e4b-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/6270a15843a2e06a95d3e3ad8b489e4b-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/6270a15843a2e06a95d3e3ad8b489e4b-Abstract.html,proceedings,primary,verified,high,T01/T02/T08,llm_inference_kv_attention_serving,llm|transformer|attention|serving|quantization,MLSYS-C01,"LLM/Transformer inference, KV cache, attention, and serving",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,MLSys-2022-A09,milestone,4,official MLSys award signal,yes,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0032,MLSys,MLSys,2022,complete,QuClassi: A Hybrid Deep Neural Network Architecture based on Quantum State Fidelity,Samuel A. Stein|Betis Baheri|Daniel Chen|Ying Mao|Qiang Guan|Ang Li|Shuai Xu|Caiwen Ding,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=QuClassi%3A%20A%20Hybrid%20Deep%20Neural%20Network%20Architecture%20based%20on%20Quantum%20State%20Fidelity,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/928f1160e52192e3e0017fb63ab65391-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/928f1160e52192e3e0017fb63ab65391-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/928f1160e52192e3e0017fb63ab65391-Abstract.html,proceedings,primary,verified,high,T11,general_mlsys_needs_review,ml_systems|needs_review,MLSYS-C09,General MLSys systems and needs-review rows,provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0033,MLSys,MLSys,2022,complete,Random Offset Block Embedding (ROBE) for compressed embedding tables in deep learning recommendation systems,Aditya Desai|Li Chou|Anshumali Shrivastava,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Random%20Offset%20Block%20Embedding%20%28ROBE%29%20for%20compressed%20embedding%20tables%20in%20deep%20learning%20recommendation%20systems,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/1eb34d662b67a14e3511d0dfd78669be-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/1eb34d662b67a14e3511d0dfd78669be-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/1eb34d662b67a14e3511d0dfd78669be-Abstract.html,proceedings,primary,verified,high,T02/T05/T09,recommendation_sparse_moe_graph,sparse|moe|recommendation|graph|embedding,MLSYS-C07,"Recommendation, embeddings, sparse/MoE, and graph learning systems",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,MLSys-2022-A10,milestone,4,official MLSys award signal,yes,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0034,MLSys,MLSys,2022,complete,Randomness in Neural Network Training: Characterizing the Impact of Tooling,Donglin Zhuang|Xingyao Zhang|Shuaiwen Song|Sara Hooker,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Randomness%20in%20Neural%20Network%20Training%3A%20Characterizing%20the%20Impact%20of%20Tooling,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/427e0e886ebf87538afdf0badb805b7f-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/427e0e886ebf87538afdf0badb805b7f-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/427e0e886ebf87538afdf0badb805b7f-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0035,MLSys,MLSys,2022,complete,Revelio: ML-Generated Debugging Queries for Finding Root Causes in Distributed Systems,Pradeep Dogga|Karthik Narasimhan|Anirudh Sivaraman|Shiv Saini|George Varghese|Ravi Netravali,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Revelio%3A%20ML-Generated%20Debugging%20Queries%20for%20Finding%20Root%20Causes%20in%20Distributed%20Systems,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/650e2245aa3513ed517f4cf1b3d58e06-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/650e2245aa3513ed517f4cf1b3d58e06-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/650e2245aa3513ed517f4cf1b3d58e06-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0036,MLSys,MLSys,2022,complete,REX: Revisiting Budgeted Training with an Improved Schedule,John Chen|Cameron Wolfe|Tasos Kyrillidis,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=REX%3A%20Revisiting%20Budgeted%20Training%20with%20an%20Improved%20Schedule,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/77cdf4ffbd2afd02541e02533ec56820-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/77cdf4ffbd2afd02541e02533ec56820-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/77cdf4ffbd2afd02541e02533ec56820-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0037,MLSys,MLSys,2022,complete,Sequential Aggregation and Rematerialization: Distributed Full-batch Training of Graph Neural Networks on Large Graphs,Hesham Mostafa,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Sequential%20Aggregation%20and%20Rematerialization%3A%20Distributed%20Full-batch%20Training%20of%20Graph%20Neural%20Networks%20on%20Large%20Graphs,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/1d781258d409a6efc66cd1aa14a1681c-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/1d781258d409a6efc66cd1aa14a1681c-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/1d781258d409a6efc66cd1aa14a1681c-Abstract.html,proceedings,primary,verified,high,T02/T05/T09,recommendation_sparse_moe_graph,sparse|moe|recommendation|graph|embedding,MLSYS-C07,"Recommendation, embeddings, sparse/MoE, and graph learning systems",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0038,MLSys,MLSys,2022,complete,SLA-Driven ML INFERENCE FRAMEWORK FOR CLOUDS WITH HETEROGENEOUS ACCELERATORS,Junguk Cho|Diman Zad Tootaghaj|Lianjie Cao|Puneet Sharma,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=SLA-Driven%20ML%20INFERENCE%20FRAMEWORK%20FOR%20CLOUDS%20WITH%20HETEROGENEOUS%20ACCELERATORS,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/bcf9bef61a534d0ce4a3c55f09dfcc29-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/bcf9bef61a534d0ce4a3c55f09dfcc29-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/bcf9bef61a534d0ce4a3c55f09dfcc29-Abstract.html,proceedings,primary,verified,high,T07/T08/T12,compiler_graph_autotuning_codesign,compiler|autotuning|kernel|hardware_software_codesign,MLSYS-C03,"Compiler, graph optimization, autotuning, and hardware/software co-design",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0039,MLSys,MLSys,2022,complete,SRIFTY: Swift and Thrifty Distributed Neural Network Training on the Cloud,Liang Luo|Peter West|Pratyush Patel|Arvind Krishnamurthy|Luis Ceze,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=SRIFTY%3A%20Swift%20and%20Thrifty%20Distributed%20Neural%20Network%20Training%20on%20the%20Cloud,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/0cafb7890f6a7d4de65507d5bb7e0187-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/0cafb7890f6a7d4de65507d5bb7e0187-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/0cafb7890f6a7d4de65507d5bb7e0187-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0040,MLSys,MLSys,2022,complete,"Sustainable AI: Environmental Implications, Challenges and Opportunities",Carole-Jean Wu|Ramya Raghavendra|Udit Gupta|Bilge Acun|Newsha Ardalani|Kiwan Maeng|Gloria Chang|Fiona Aga|Jinshi Huang|Charles Bai|Michael Gschwind|Anurag Gupta|Myle Ott|Anastasia Melnikov|Salvatore Candido|David Brooks|Geeta Chauhan|Benjamin Lee|Hsien-Hsin Lee|Bugra Akyildiz|Maximilian Balandat|Joe Spisak|Ravi Jain|Mike Rabbat|Kim Hazelwood,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Sustainable%20AI%3A%20Environmental%20Implications%2C%20Challenges%20and%20Opportunities,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/462211f67c7d858f663355eff93b745e-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/462211f67c7d858f663355eff93b745e-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/462211f67c7d858f663355eff93b745e-Abstract.html,proceedings,primary,verified,high,T11,general_mlsys_needs_review,ml_systems|needs_review,MLSYS-C09,General MLSys systems and needs-review rows,provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0041,MLSys,MLSys,2022,complete,Synthesizing Optimal Parallelism Placement and Reduction Strategies on Hierarchical Systems for Deep Learning,Ningning Xie|Tamara Norman|Dominik Grewe|Dimitrios Vytiniotis,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Synthesizing%20Optimal%20Parallelism%20Placement%20and%20Reduction%20Strategies%20on%20Hierarchical%20Systems%20for%20Deep%20Learning,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/f0f9e98bc2e2f0abc3e315eaa0d808fc-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/f0f9e98bc2e2f0abc3e315eaa0d808fc-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/f0f9e98bc2e2f0abc3e315eaa0d808fc-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0042,MLSys,MLSys,2022,complete,TAGLETS: A System for Automatic Semi-Supervised Learning with Auxiliary Data,Wasu Piriyakulkij|Cristina Menghini|Ross Briden|Nihal Vivekanand Nayak|Jeffrey Zhu|Elaheh Raisi|Stephen Bach,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=TAGLETS%3A%20A%20System%20for%20Automatic%20Semi-Supervised%20Learning%20with%20Auxiliary%20Data,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/294f82c43d69f66c04440cbb2740e52d-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/294f82c43d69f66c04440cbb2740e52d-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/294f82c43d69f66c04440cbb2740e52d-Abstract.html,proceedings,primary,verified,high,T11,general_mlsys_needs_review,ml_systems|needs_review,MLSYS-C09,General MLSys systems and needs-review rows,provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0043,MLSys,MLSys,2022,complete,The CoRa Tensor Compiler: Compilation for Ragged Tensors with Minimal Padding,Pratik Fegade|Tianqi Chen|Phillip Gibbons|Todd Mowry,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=The%20CoRa%20Tensor%20Compiler%3A%20Compilation%20for%20Ragged%20Tensors%20with%20Minimal%20Padding,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/afe8a4577080504b8bec07bbe4b2b9cc-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/afe8a4577080504b8bec07bbe4b2b9cc-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/afe8a4577080504b8bec07bbe4b2b9cc-Abstract.html,proceedings,primary,verified,high,T07/T08/T12,compiler_graph_autotuning_codesign,compiler|autotuning|kernel|hardware_software_codesign,MLSYS-C03,"Compiler, graph optimization, autotuning, and hardware/software co-design",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0044,MLSys,MLSys,2022,complete,torch.fx: Practical Program Capture and Transformation for Deep Learning in Python,James Reed|Zachary DeVito|Horace He|Ansley Ussery|Jason Ansel,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=torch.fx%3A%20Practical%20Program%20Capture%20and%20Transformation%20for%20Deep%20Learning%20in%20Python,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/7c98f9c7ab2df90911da23f9ce72ed6e-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/7c98f9c7ab2df90911da23f9ce72ed6e-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/7c98f9c7ab2df90911da23f9ce72ed6e-Abstract.html,proceedings,primary,verified,high,T07/T08/T12,compiler_graph_autotuning_codesign,compiler|autotuning|kernel|hardware_software_codesign,MLSYS-C03,"Compiler, graph optimization, autotuning, and hardware/software co-design",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,tool_benchmark,5,Python-level program capture for compiler/runtime integration,yes,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0045,MLSys,MLSys,2022,complete,TorchSparse: Efficient Point Cloud Inference Engine,Haotian Tang|Zhijian Liu|Xiuyu Li|Yujun Lin|Song Han,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=TorchSparse%3A%20Efficient%20Point%20Cloud%20Inference%20Engine,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/c48e820389ae2420c1ad9d5856e1e41c-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/c48e820389ae2420c1ad9d5856e1e41c-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/c48e820389ae2420c1ad9d5856e1e41c-Abstract.html,proceedings,primary,verified,high,T03/T04,neural_rendering_3d_vision,3d|vision|rendering|video,MLSYS-C08,"3DGS, neural rendering, XR, video, and vision systems",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0046,MLSys,MLSys,2022,complete,Towards the Co-design of Neural Networks and Accelerators,Yanqi Zhou|Xuanyi Dong|Tianjian Meng|Mingxing Tan|Berkin Akin|Daiyi Peng|Amir Yazdanbakhsh|Da Huang|Ravi Narayanaswami|James Laudon,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Towards%20the%20Co-design%20of%20Neural%20Networks%20and%20Accelerators,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/4c430a4d0a7de11e85fa5b076e7f1895-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/4c430a4d0a7de11e85fa5b076e7f1895-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/4c430a4d0a7de11e85fa5b076e7f1895-Abstract.html,proceedings,primary,verified,high,T07/T08/T12,compiler_graph_autotuning_codesign,compiler|autotuning|kernel|hardware_software_codesign,MLSYS-C03,"Compiler, graph optimization, autotuning, and hardware/software co-design",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,milestone,4,accelerator-aware model/hardware co-design route,yes,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0047,MLSys,MLSys,2022,complete,TyXe: Pyro-based Bayesian neural nets for Pytorch,Hippolyt Ritter|Theofanis Karaletsos,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=TyXe%3A%20Pyro-based%20Bayesian%20neural%20nets%20for%20Pytorch,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/14bc46029b7ac590f56a203e0a3ef586-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/14bc46029b7ac590f56a203e0a3ef586-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/14bc46029b7ac590f56a203e0a3ef586-Abstract.html,proceedings,primary,verified,high,T11,general_mlsys_needs_review,ml_systems|needs_review,MLSYS-C09,General MLSys systems and needs-review rows,provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0048,MLSys,MLSys,2022,complete,ULPPACK: Fast Sub-8-bit Matrix Multiply on Commodity SIMD Hardware,Jaeyeon Won|Jeyeon Si|Sam Son|Tae Jun Ham|Jae W. Lee,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=ULPPACK%3A%20Fast%20Sub-8-bit%20Matrix%20Multiply%20on%20Commodity%20SIMD%20Hardware,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/e09d45e14e9ece7142217550ddd3c4d0-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/e09d45e14e9ece7142217550ddd3c4d0-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/e09d45e14e9ece7142217550ddd3c4d0-Abstract.html,proceedings,primary,verified,high,T07/T08/T12,compiler_graph_autotuning_codesign,compiler|autotuning|kernel|hardware_software_codesign,MLSYS-C03,"Compiler, graph optimization, autotuning, and hardware/software co-design",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0049,MLSys,MLSys,2022,complete,"Understanding GNN Computational Graph: A Coordinated Computation, IO, and Memory Perspective",Hengrui Zhang|Zhongming Yu|Guohao Dai|Guyue Huang|Yufei Ding|Yuan Xie|Yu Wang,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Understanding%20GNN%20Computational%20Graph%3A%20A%20Coordinated%20Computation%2C%20IO%2C%20and%20Memory%20Perspective,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/b559156047e50cf316207249d0b5a6c5-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/b559156047e50cf316207249d0b5a6c5-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/b559156047e50cf316207249d0b5a6c5-Abstract.html,proceedings,primary,verified,high,T02/T05/T09,recommendation_sparse_moe_graph,sparse|moe|recommendation|graph|embedding,MLSYS-C07,"Recommendation, embeddings, sparse/MoE, and graph learning systems",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0050,MLSys,MLSys,2022,complete,URSABench: A System for Comprehensive Benchmarking of Bayesian Deep Neural Network Models and Inference methods,Meet Vadera|Jinyang Li|Adam Cobb|Brian Jalaian|Tarek Abdelzaher|Benjamin Marlin,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=URSABench%3A%20A%20System%20for%20Comprehensive%20Benchmarking%20of%20Bayesian%20Deep%20Neural%20Network%20Models%20and%20Inference%20methods,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/4a420924d20bc025ebb37849169e6ebd-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/4a420924d20bc025ebb37849169e6ebd-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/4a420924d20bc025ebb37849169e6ebd-Abstract.html,proceedings,primary,verified,high,T11,benchmarking_profiling_evaluation,benchmark|profiling|simulation|validation,MLSYS-C05,"Benchmarking, profiling, simulation, validation, and reliability",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2022-P0051,MLSys,MLSys,2022,complete,VirtualFlow: Decoupling Deep Learning Models from the Underlying Hardware,Andrew Or|Haoyu Zhang|Michael None Freedman,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=VirtualFlow%3A%20Decoupling%20Deep%20Learning%20Models%20from%20the%20Underlying%20Hardware,,https://proceedings.mlsys.org/paper_files/paper/2022/hash/7c47b303273905755d3e513ab43ef94f-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2022/file/7c47b303273905755d3e513ab43ef94f-Paper.pdf,MLSys 2022 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2022/hash/7c47b303273905755d3e513ab43ef94f-Abstract.html,proceedings,primary,verified,high,T07/T08/T12,compiler_graph_autotuning_codesign,compiler|autotuning|kernel|hardware_software_codesign,MLSYS-C03,"Compiler, graph optimization, autotuning, and hardware/software co-design",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2023-P0001,MLSys,MLSys,2023,complete,Adaptive Message Quantization and Parallelization for Distributed Full-graph GNN Training,Borui Wan|Juntao Zhao|Chuan Wu,Conference,mlsys2023mlsys2023,accepted_paper,,,,,,https://dblp.org/search?q=Adaptive%20Message%20Quantization%20and%20Parallelization%20for%20Distributed%20Full-graph%20GNN%20Training,,https://proceedings.mlsys.org/paper_files/paper/2023/hash/420bcf98bb3615a21468f1efb426e96d-Abstract-mlsys2023.html,https://proceedings.mlsys.org/paper_files/paper/2023/file/420bcf98bb3615a21468f1efb426e96d-Paper-mlsys2023.pdf,MLSys 2023 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2023/hash/420bcf98bb3615a21468f1efb426e96d-Abstract-mlsys2023.html,proceedings,primary,verified,high,T01/T02/T08,llm_inference_kv_attention_serving,llm|transformer|attention|serving|quantization,MLSYS-C01,"LLM/Transformer inference, KV cache, attention, and serving",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
